originalTid,ovr,pick,pot,round,skills,tid,year,pid
23,27,26,34,2,[],23,2075,4590
-1,24,0,27,0,[],-1,2075,4591
13,31,24,35,2,[],13,2075,4592
24,34,10,41,2,[],24,2075,4593
11,36,15,36,2,[],11,2075,4594
28,33,23,33,2,[],7,2075,4595
-1,24,0,27,0,[],-1,2075,4596
4,34,19,34,2,[],4,2075,4597
-1,19,0,21,0,[],-1,2075,4598
-1,23,0,35,0,[],-1,2075,4599
14,33,4,50,2,[],14,2076,4600
25,34,1,51,2,[],25,2076,4601
-1,29,0,29,0,[],-1,2076,4602
17,24,30,54,1,[],17,2076,4603
7,29,14,61,1,[],7,2076,4604
8,34,13,60,1,[],8,2076,4605
16,35,15,57,1,[],16,2076,4606
2,33,20,58,1,[],2,2076,4607
16,30,14,44,2,[],16,2076,4608
4,26,28,35,2,[],4,2076,4609
26,32,16,44,2,[],26,2076,4610
24,29,19,58,1,[],24,2076,4611
3,32,7,63,1,[],3,2076,4612
26,32,16,60,1,[],26,2076,4613
-1,21,0,24,0,[],-1,2076,4614
18,41,17,55,1,"['Po', 'R']",18,2076,4615
21,25,24,57,1,[],21,2076,4616
-1,22,0,34,0,[],-1,2076,4617
23,25,21,43,2,[],23,2076,4618
5,29,11,62,1,[],5,2076,4619
25,50,4,73,1,[],25,2076,4620
15,38,9,47,2,['Ps'],15,2076,4621
27,35,6,65,1,[],27,2076,4622
9,33,2,80,1,[],0,2076,4623
28,19,27,39,2,[],28,2076,4624
13,21,26,38,2,[],13,2076,4625
19,25,18,58,1,[],19,2076,4626
7,26,15,46,2,[],7,2076,4627
17,30,30,32,2,[],17,2076,4628
22,28,5,74,1,[],22,2076,4629
3,30,7,51,2,[],3,2076,4630
13,27,26,54,1,[],13,2076,4631
-1,27,0,27,0,[],-1,2076,4632
10,36,29,51,1,[],10,2076,4633
15,36,8,61,1,[],15,2076,4634
1,45,9,60,1,['B'],1,2076,4635
22,30,5,54,2,[],22,2076,4636
5,26,11,51,2,[],5,2076,4637
11,30,23,40,2,[],11,2076,4638
-1,26,0,33,0,[],-1,2076,4639
28,37,28,53,1,['B'],28,2076,4640
-1,21,0,32,0,[],-1,2076,4641
29,32,23,57,1,[],29,2076,4642
1,32,8,51,2,[],1,2076,4643
-1,22,0,28,0,[],-1,2076,4644
20,35,25,35,2,[],20,2076,4645
-1,28,0,28,0,[],-1,2076,4646
0,35,3,53,2,[],0,2076,4647
24,34,18,42,2,[],24,2076,4648
9,30,2,54,2,[],9,2076,4649
19,39,19,42,2,['B'],19,2076,4650
12,50,10,57,1,[],12,2076,4651
12,34,10,49,2,[],12,2076,4652
29,27,22,44,2,[],29,2076,4653
-1,25,0,25,0,[],-1,2076,4654
8,35,12,51,2,[],8,2076,4655
6,47,12,60,1,[],6,2076,4656
18,32,17,47,2,[],18,2076,4657
2,33,20,42,2,[],2,2076,4658
-1,23,0,28,0,[],-1,2076,4659
23,47,21,55,1,[],23,2076,4660
14,54,3,81,1,[],14,2076,4661
11,43,22,59,1,[],11,2076,4662
0,67,1,71,1,"['3', 'Di', 'Po', 'Ps', 'R']",9,2076,4663
6,39,13,47,2,[],6,2076,4664
20,43,25,56,1,[],20,2076,4665
4,43,27,54,1,['R'],4,2076,4666
27,43,6,49,2,[],27,2076,4667
21,34,24,37,2,[],21,2076,4668
10,29,29,35,2,[],10,2076,4669
13,39,19,55,1,[],13,2077,4670
20,36,17,57,1,[],20,2077,4671
24,54,2,67,1,['B'],24,2077,4672
29,33,20,45,2,[],29,2077,4673
22,28,12,50,2,[],22,2077,4674
9,27,28,34,2,[],0,2077,4675
0,34,7,64,1,[],0,2077,4676
10,48,18,53,1,"['A', 'B', 'Dp']",10,2077,4677
2,33,6,67,1,[],2,2077,4678
18,26,22,39,2,[],18,2077,4679
4,30,24,55,1,[],4,2077,4680
8,27,22,57,1,[],14,2077,4681
25,36,10,63,1,[],25,2077,4682
5,33,15,47,2,[],5,2077,4683
1,24,29,34,2,[],1,2077,4684
21,29,26,55,1,[],21,2077,4685
2,34,3,51,2,[],2,2077,4686
-1,30,0,32,0,[],-1,2077,4687
-1,28,0,31,0,[],-1,2077,4688
1,27,29,55,1,[],1,2077,4689
23,30,27,55,1,[],23,2077,4690
6,28,13,49,2,[],6,2077,4691
3,33,23,55,1,[],3,2077,4692
7,39,9,63,1,[],7,2077,4693
13,22,17,47,2,[],13,2077,4694
4,34,25,35,2,[],5,2077,4695
27,25,2,54,2,[],27,2077,4696
26,31,3,73,1,[],26,2077,4697
5,37,16,56,1,['B'],5,2077,4698
8,37,21,43,2,[],22,2077,4699
16,32,14,58,1,[],16,2077,4700
14,22,4,54,2,[],14,2077,4701
19,44,1,70,1,['B'],19,2077,4702
21,30,26,36,2,[],21,2077,4703
-1,28,0,28,0,[],-1,2077,4704
16,39,16,45,2,[],16,2077,4705
26,31,1,56,2,[],26,2077,4706
23,28,27,37,2,[],23,2077,4707
28,30,14,51,2,[],28,2077,4708
18,43,21,55,1,[],18,2077,4709
22,44,11,60,1,[],22,2077,4710
24,34,5,53,2,[],24,2077,4711
17,30,30,34,2,[],17,2077,4712
27,41,4,68,1,[],27,2077,4713
-1,19,0,25,0,[],-1,2077,4714
12,36,25,56,1,[],12,2077,4715
0,36,8,52,2,[],0,2077,4716
-1,25,0,28,0,[],-1,2077,4717
6,46,13,58,1,[],6,2077,4718
15,32,7,54,2,[],3,2077,4719
14,41,5,71,1,[],14,2077,4720
11,46,12,59,1,[],11,2077,4721
17,31,30,57,1,[],17,2077,4722
19,40,6,52,2,[],19,2077,4723
-1,27,0,29,0,[],-1,2077,4724
28,47,15,56,1,['A'],28,2077,4725
3,36,23,38,2,[],3,2077,4726
7,41,10,50,2,[],7,2077,4727
12,33,24,37,2,[],12,2077,4728
29,47,20,56,1,['Po'],29,2077,4729
11,33,11,55,2,[],11,2077,4730
10,37,18,45,2,[],10,2077,4731
-1,26,0,28,0,[],-1,2077,4732
15,58,8,58,1,[],15,2077,4733
9,48,28,48,1,['Dp'],9,2077,4734
-1,21,0,36,0,[],-1,2077,4735
-1,23,0,23,0,[],-1,2077,4736
20,29,19,50,2,[],20,2077,4737
-1,24,0,28,0,[],-1,2077,4738
25,31,9,62,2,[],25,2077,4739
17,39,15,55,1,[],17,2078,4740
24,28,20,56,1,[],24,2078,4741
13,32,12,45,2,[],28,2078,4742
7,37,2,73,1,['R'],7,2078,4743
26,32,7,63,1,[],26,2078,4744
5,29,13,46,2,[],5,2078,4745
27,32,3,50,2,[],27,2078,4746
28,33,8,59,1,[],28,2078,4747
22,25,17,59,1,[],22,2078,4748
7,27,1,53,2,[],7,2078,4749
-1,21,0,31,0,[],-1,2078,4750
23,30,27,37,2,[],23,2078,4751
11,44,11,55,1,['A'],11,2078,4752
1,35,19,54,1,[],1,2078,4753
21,20,9,51,2,[],21,2078,4754
16,27,30,37,2,[],16,2078,4755
10,29,25,54,1,[],10,2078,4756
2,38,4,67,1,[],2,2078,4757
12,31,14,44,2,[],12,2078,4758
4,26,8,51,2,[],4,2078,4759
0,42,5,60,1,['B'],0,2078,4760
15,30,24,53,1,[],15,2078,4761
12,35,14,55,1,[],12,2078,4762
28,23,10,48,2,[],17,2078,4763
3,37,18,54,1,[],3,2078,4764
25,33,22,54,1,[],25,2078,4765
-1,27,0,30,0,[],-1,2078,4766
-1,31,0,31,0,[],-1,2078,4767
-1,15,0,23,0,[],-1,2078,4768
13,21,13,60,1,[],13,2078,4769
1,21,19,44,2,[],5,2078,4770
4,28,10,61,1,[],4,2078,4771
19,33,21,54,1,[],19,2078,4772
21,33,9,58,1,[],21,2078,4773
24,21,20,44,2,[],24,2078,4774
14,50,1,67,1,[],14,2078,4775
-1,27,0,36,0,[],-1,2078,4776
0,30,5,52,2,[],0,2078,4777
18,33,17,44,2,[],18,2078,4778
27,54,3,64,1,"['A', 'B', 'Dp', 'Ps']",27,2078,4779
18,42,16,56,1,['3'],18,2078,4780
14,32,4,52,2,[],14,2078,4781
11,33,11,47,2,[],11,2078,4782
2,38,2,51,2,[],2,2078,4783
-1,22,0,28,0,[],-1,2078,4784
29,40,23,54,1,[],29,2078,4785
20,42,6,66,1,[],20,2078,4786
17,29,15,48,2,[],17,2078,4787
8,32,28,55,1,[],8,2078,4788
-1,24,0,35,0,[],-1,2078,4789
19,30,21,43,2,[],19,2078,4790
23,31,29,55,1,[],23,2078,4791
26,31,6,51,2,[],26,2078,4792
6,33,26,38,2,[],6,2078,4793
6,35,26,57,1,[],6,2078,4794
16,34,30,56,1,[],16,2078,4795
5,46,12,57,1,[],5,2078,4796
25,37,22,41,2,[],25,2078,4797
22,37,16,43,2,[],22,2078,4798
9,39,27,39,1,[],9,2078,4799
10,29,25,42,2,[],10,2078,4800
8,28,28,38,2,[],8,2078,4801
15,36,24,42,2,[],15,2078,4802
3,37,18,42,2,[],3,2078,4803
9,30,29,31,2,[],9,2078,4804
-1,27,0,41,0,[],-1,2078,4805
-1,30,0,35,0,[],-1,2078,4806
-1,12,0,14,0,[],-1,2078,4807
20,33,7,55,2,[],20,2078,4808
29,36,23,40,2,[],29,2078,4809
8,29,22,57,1,[],26,2079,4810
26,35,4,70,1,[],26,2079,4811
12,30,26,36,2,[],12,2079,4812
25,35,9,65,1,[],25,2079,4813
20,26,2,52,2,[],20,2079,4814
26,28,1,52,2,[],26,2079,4815
25,27,9,47,2,[],25,2079,4816
6,35,21,56,1,[],6,2079,4817
17,33,17,57,1,[],17,2079,4818
13,28,25,55,1,[],13,2079,4819
10,30,29,53,1,[],10,2079,4820
27,17,14,45,2,[],27,2079,4821
18,27,24,37,2,[],18,2079,4822
-1,20,0,26,0,[],-1,2079,4823
11,27,28,54,1,[],11,2079,4824
15,46,18,55,1,"['A', 'B']",15,2079,4825
23,32,20,57,1,[],23,2079,4826
7,39,11,61,1,[],7,2079,4827
3,29,19,58,1,[],3,2079,4828
22,41,15,58,1,['Ps'],22,2079,4829
28,40,10,63,1,[],28,2079,4830
7,31,11,45,2,[],7,2079,4831
14,26,5,50,2,[],14,2079,4832
-1,25,0,30,0,[],-1,2079,4833
11,28,28,35,2,[],11,2079,4834
-1,24,0,29,0,[],-1,2079,4835
5,41,13,60,1,[],5,2079,4836
14,33,2,73,1,[],14,2079,4837
3,32,18,39,2,[],3,2079,4838
21,34,3,51,2,[],21,2079,4839
29,26,23,56,1,[],29,2079,4840
21,30,5,71,1,[],21,2079,4841
18,31,24,57,1,[],18,2079,4842
1,20,16,46,2,[],1,2079,4843
2,31,7,66,1,[],2,2079,4844
22,32,15,45,2,[],22,2079,4845
-1,28,0,36,0,[],-1,2079,4846
-1,25,0,33,0,[],-1,2079,4847
1,48,16,56,1,[],1,2079,4848
23,31,20,40,2,[],23,2079,4849
8,36,21,38,2,[],8,2079,4850
27,40,12,67,1,[],27,2079,4851
19,45,8,68,1,[],19,2079,4852
5,31,13,46,2,[],5,2079,4853
15,28,19,42,2,[],15,2079,4854
19,21,8,54,2,[],19,2079,4855
-1,19,0,34,0,[],-1,2079,4856
-1,23,0,29,0,[],-1,2079,4857
24,55,1,78,1,[],24,2079,4858
0,33,12,47,2,[],0,2079,4859
9,48,27,48,1,['B'],9,2079,4860
2,40,6,47,2,[],2,2079,4861
13,24,25,41,2,[],13,2079,4862
4,33,4,54,2,[],4,2079,4863
20,55,3,69,1,[],20,2079,4864
0,54,14,54,1,[],0,2079,4865
6,36,22,36,2,[],6,2079,4866
28,33,10,48,2,[],28,2079,4867
-1,16,0,25,0,[],-1,2079,4868
17,36,17,44,2,[],17,2079,4869
-1,23,0,29,0,[],-1,2079,4870
-1,26,0,36,0,[],-1,2079,4871
4,55,6,68,1,"['A', 'B', 'Dp']",4,2079,4872
12,49,26,49,1,[],12,2079,4873
29,35,23,37,2,[],29,2079,4874
16,43,30,53,1,[],16,2079,4875
16,33,30,35,2,[],16,2079,4876
24,34,7,53,2,[],24,2079,4877
10,25,29,43,2,[],10,2079,4878
9,29,27,32,2,[],9,2079,4879
23,38,8,60,1,[],23,2080,4880
-1,21,0,45,0,[],-1,2080,4881
26,48,1,66,1,[],26,2080,4882
16,29,30,57,1,[],16,2080,4883
21,22,13,56,2,[],21,2080,4884
23,24,7,57,2,[],23,2080,4885
19,29,8,55,2,[],19,2080,4886
8,32,21,58,1,[],8,2080,4887
3,28,15,54,2,[],3,2080,4888
1,22,12,56,2,[],1,2080,4889
15,32,20,58,1,[],15,2080,4890
24,29,9,55,2,[],24,2080,4891
5,28,5,56,2,[],5,2080,4892
6,30,28,57,1,[],6,2080,4893
25,36,5,63,1,['3'],25,2080,4894
28,30,16,59,1,[],28,2080,4895
14,37,3,67,1,[],14,2080,4896
20,29,10,55,2,[],20,2080,4897
1,32,10,60,1,[],1,2080,4898
3,35,13,59,1,[],3,2080,4899
2,29,14,60,1,[],2,2080,4900
25,30,6,55,2,[],25,2080,4901
18,28,2,57,2,[],18,2080,4902
6,18,28,50,2,[],6,2080,4903
10,27,24,59,1,[],10,2080,4904
0,26,27,50,2,[],0,2080,4905
11,26,29,47,2,[],11,2080,4906
20,35,12,59,1,[],20,2080,4907
28,28,16,54,2,[],28,2080,4908
12,32,26,57,1,[],12,2080,4909
7,29,1,57,2,[],7,2080,4910
-1,17,0,39,0,[],-1,2080,4911
4,30,11,61,1,[],4,2080,4912
24,35,9,60,1,[],24,2080,4913
26,32,3,56,2,[],26,2080,4914
0,34,27,60,1,[],0,2080,4915
11,35,29,59,1,[],11,2080,4916
19,40,7,62,1,[],19,2080,4917
21,40,15,59,1,['Po'],21,2080,4918
17,32,17,55,2,[],17,2080,4919
8,31,21,54,2,[],8,2080,4920
29,35,22,60,1,[],29,2080,4921
14,36,4,57,2,[],14,2080,4922
5,39,6,65,1,[],5,2080,4923
27,39,19,59,1,[],27,2080,4924
17,37,17,60,1,[],17,2080,4925
2,35,14,55,2,[],2,2080,4926
7,48,4,66,1,[],7,2080,4927
27,34,20,55,2,[],27,2080,4928
13,31,18,55,2,[],13,2080,4929
22,30,22,55,2,[],22,2080,4930
-1,22,0,39,0,[],-1,2080,4931
4,34,11,56,2,[],4,2080,4932
16,31,30,47,2,[],16,2080,4933
13,41,18,61,1,['Dp'],13,2080,4934
10,33,25,52,2,[],10,2080,4935
9,35,24,54,2,[],9,2080,4936
18,54,2,67,1,[],18,2080,4937
15,34,19,56,2,[],15,2080,4938
22,42,23,59,1,[],22,2080,4939
-1,28,0,38,0,[],-1,2080,4940
12,32,26,52,2,[],26,2080,4941
29,37,23,55,2,[],29,2080,4942
-1,25,0,34,0,[],-1,2080,4943
-1,29,0,37,0,[],-1,2080,4944
9,40,25,55,1,[],9,2080,4945
-1,32,0,46,0,[],-1,2080,4946
-1,28,0,37,0,[],-1,2080,4947
-1,34,0,46,0,[],-1,2080,4948
-1,33,0,48,0,[],-1,2080,4949
5,32,15,61,1,[],5,2081,4950
6,29,28,57,1,[],6,2081,4951
25,30,2,55,2,[],25,2081,4952
8,36,16,60,1,[],8,2081,4953
2,35,9,61,1,[],2,2081,4954
27,32,23,57,1,[],27,2081,4955
13,35,8,63,1,[],13,2081,4956
10,24,5,55,2,[],10,2081,4957
23,32,14,61,1,[],23,2081,4958
14,22,7,55,2,[],14,2081,4959
28,41,2,68,1,['B'],28,2081,4960
18,34,11,61,1,[],18,2081,4961
16,24,30,44,2,[],16,2081,4962
26,40,4,66,1,['B'],26,2081,4963
26,35,1,54,2,[],26,2081,4964
24,25,9,53,2,[],24,2081,4965
12,31,29,55,1,[],12,2081,4966
16,27,30,56,1,[],16,2081,4967
15,30,12,62,1,[],15,2081,4968
29,19,23,49,2,[],29,2081,4969
0,27,25,58,1,[],0,2081,4970
22,25,16,51,2,[],22,2081,4971
24,35,10,62,1,[],24,2081,4972
4,33,20,58,1,[],4,2081,4973
3,27,27,57,1,[],3,2081,4974
3,22,27,46,2,[],3,2081,4975
21,36,18,60,1,[],21,2081,4976
4,21,20,50,2,[],4,2081,4977
-1,18,0,44,0,[],-1,2081,4978
11,22,18,50,2,[],11,2081,4979
20,30,22,58,1,[],20,2081,4980
17,25,13,52,2,[],17,2081,4981
12,24,28,45,2,[],12,2081,4982
2,25,10,53,2,[],2,2081,4983
6,19,29,46,2,[],6,2081,4984
5,28,15,55,2,[],5,2081,4985
15,29,12,55,2,[],15,2081,4986
1,32,4,57,2,[],1,2081,4987
7,27,21,51,2,[],7,2081,4988
0,29,25,49,2,[],0,2081,4989
17,36,13,64,1,[],17,2081,4990
9,40,26,55,1,[],9,2081,4991
-1,22,0,47,0,[],-1,2081,4992
25,49,3,66,1,[],25,2081,4993
19,32,6,56,2,[],19,2081,4994
-1,23,0,38,0,[],-1,2081,4995
10,47,1,70,1,[],10,2081,4996
13,34,8,55,2,[],13,2081,4997
-1,20,0,36,0,[],-1,2081,4998
11,37,19,60,1,[],11,2081,4999
1,51,5,64,1,[],1,2081,5000
23,28,17,53,2,[],23,2081,5001
-1,19,0,39,0,[],-1,2081,5002
19,53,6,64,1,[],19,2081,5003
29,41,24,59,1,[],29,2081,5004
18,36,11,55,2,[],18,2081,5005
8,34,14,56,2,[],8,2081,5006
21,33,19,53,2,[],21,2081,5007
14,51,7,62,1,"['B', 'Ps']",14,2081,5008
22,44,17,61,1,[],22,2081,5009
28,37,3,58,2,[],28,2081,5010
7,40,21,61,1,[],7,2081,5011
20,37,22,50,2,[],20,2081,5012
-1,29,0,42,0,[],-1,2081,5013
-1,29,0,39,0,[],-1,2081,5014
-1,25,0,36,0,[],-1,2081,5015
-1,20,0,28,0,[],-1,2081,5016
27,31,24,53,2,[],27,2081,5017
-1,31,0,49,0,[],-1,2081,5018
9,33,26,51,2,[],9,2081,5019
6,35,9,62,1,[],6,2082,5020
28,34,10,62,1,[],28,2082,5021
10,60,2,79,1,"['A', 'B', 'Dp', 'Ps']",10,2082,5022
5,58,1,76,1,"['A', 'B', 'Dp']",5,2082,5023
22,29,7,55,2,[],22,2082,5024
23,26,19,52,2,[],23,2082,5025
29,31,20,59,1,[],29,2082,5026
22,38,8,62,1,[],22,2082,5027
23,33,18,59,1,[],23,2082,5028
20,31,24,58,1,[],20,2082,5029
2,39,6,62,1,[],2,2082,5030
21,25,11,54,2,[],21,2082,5031
16,22,30,48,2,[],16,2082,5032
25,31,1,55,2,[],25,2082,5033
12,29,23,58,1,[],12,2082,5034
-1,21,0,41,0,[],-1,2082,5035
3,33,26,56,1,[],3,2082,5036
7,24,27,51,2,[],7,2082,5037
17,36,14,59,1,[],17,2082,5038
21,34,11,62,1,['3'],21,2082,5039
0,43,3,65,1,['B'],0,2082,5040
27,32,17,60,1,[],27,2082,5041
6,24,9,55,2,[],6,2082,5042
7,29,27,57,1,[],7,2082,5043
1,25,28,45,2,[],1,2082,5044
13,26,5,55,2,[],13,2082,5045
1,30,28,56,1,[],1,2082,5046
11,31,19,60,1,[],11,2082,5047
4,32,13,61,1,[],4,2082,5048
12,28,23,50,2,[],12,2082,5049
8,27,4,55,2,[],8,2082,5050
24,37,16,59,1,[],24,2082,5051
-1,17,0,38,0,[],-1,2082,5052
26,29,25,57,1,[],26,2082,5053
5,29,8,54,2,[],5,2082,5054
18,36,12,54,2,[],18,2082,5055
14,29,14,56,2,[],14,2082,5056
27,32,16,54,2,[],27,2082,5057
28,35,10,54,2,[],28,2082,5058
0,33,6,56,2,[],0,2082,5059
19,38,22,60,1,[],19,2082,5060
26,28,25,53,2,[],26,2082,5061
4,31,13,55,2,[],4,2082,5062
-1,17,0,34,0,[],-1,2082,5063
-1,26,0,47,0,[],-1,2082,5064
11,28,18,55,2,[],11,2082,5065
16,32,30,59,1,[],16,2082,5066
10,37,2,56,2,[],10,2082,5067
-1,24,0,43,0,[],-1,2082,5068
-1,20,0,36,0,[],-1,2082,5069
29,30,20,54,2,[],29,2082,5070
15,30,21,54,2,[],15,2082,5071
24,31,17,54,2,[],24,2082,5072
25,49,4,64,1,[],25,2082,5073
17,36,15,55,2,[],17,2082,5074
2,38,3,58,2,[],2,2082,5075
8,49,5,64,1,"['Po', 'R']",8,2082,5076
19,33,22,55,2,[],19,2082,5077
20,30,24,53,2,[],20,2082,5078
18,49,12,61,1,['Ps'],18,2082,5079
14,47,15,60,1,[],14,2082,5080
15,40,21,62,1,[],15,2082,5081
13,52,7,64,1,[],13,2082,5082
9,34,29,47,2,[],9,2082,5083
9,44,29,57,1,[],9,2082,5084
-1,31,0,45,0,[],-1,2082,5085
-1,28,0,37,0,[],-1,2082,5086
3,36,26,50,2,[],3,2082,5087
-1,33,0,49,0,[],-1,2082,5088
-1,22,0,34,0,[],-1,2082,5089
4,43,3,66,1,['B'],4,2083,5090
25,48,1,69,1,[],25,2083,5091
-1,24,0,47,0,[],-1,2083,5092
2,38,5,67,1,[],2,2083,5093
-1,24,0,42,0,[],-1,2083,5094
13,25,18,52,2,[],13,2083,5095
12,24,7,55,2,[],12,2083,5096
3,24,28,47,2,[],3,2083,5097
12,38,7,65,1,[],12,2083,5098
16,30,30,56,1,[],16,2083,5099
5,36,13,62,1,[],5,2083,5100
15,28,25,58,1,[],15,2083,5101
1,22,27,48,2,[],1,2083,5102
-1,18,0,38,0,[],-1,2083,5103
18,21,13,54,2,[],18,2083,5104
3,28,29,57,1,[],3,2083,5105
20,30,21,59,1,[],20,2083,5106
21,37,10,64,1,[],21,2083,5107
27,29,24,57,1,[],27,2083,5108
25,28,3,55,2,[],25,2083,5109
8,23,2,56,2,[],8,2083,5110
5,28,14,53,2,[],5,2083,5111
1,33,27,56,1,[],1,2083,5112
10,24,17,53,2,[],10,2083,5113
14,36,20,59,1,[],14,2083,5114
11,30,23,57,1,[],11,2083,5115
22,25,4,55,2,[],22,2083,5116
26,34,16,61,1,[],26,2083,5117
4,24,8,55,2,[],4,2083,5118
28,35,14,61,1,[],28,2083,5119
21,24,9,55,2,[],21,2083,5120
13,33,19,59,1,[],13,2083,5121
6,32,18,60,1,[],6,2083,5122
2,25,5,55,2,[],2,2083,5123
18,32,15,61,1,[],18,2083,5124
19,32,15,54,2,[],19,2083,5125
22,43,6,67,1,[],22,2083,5126
-1,23,0,44,0,[],-1,2083,5127
6,30,19,53,2,[],6,2083,5128
11,28,23,51,2,[],11,2083,5129
28,31,12,56,2,[],28,2083,5130
27,30,24,50,2,[],27,2083,5131
7,35,22,59,1,[],7,2083,5132
23,34,1,57,2,[],23,2083,5133
0,46,9,63,1,[],0,2083,5134
26,32,16,54,2,[],26,2083,5135
0,33,10,55,2,[],0,2083,5136
16,27,30,47,2,[],16,2083,5137
14,29,20,53,2,[],14,2083,5138
19,42,12,64,1,[],19,2083,5139
23,49,2,67,1,[],23,2083,5140
-1,25,0,42,0,[],-1,2083,5141
17,39,26,57,1,[],17,2083,5142
-1,25,0,38,0,[],-1,2083,5143
29,49,11,63,1,[],29,2083,5144
24,52,8,64,1,[],24,2083,5145
8,53,4,65,1,[],8,2083,5146
-1,20,0,35,0,[],-1,2083,5147
24,35,6,58,2,[],24,2083,5148
29,38,11,55,2,[],29,2083,5149
9,27,29,41,2,[],9,2083,5150
20,31,21,53,2,[],20,2083,5151
9,44,28,57,1,[],9,2083,5152
-1,27,0,37,0,[],-1,2083,5153
10,51,17,58,1,"['Di', 'Po']",10,2083,5154
7,35,22,54,2,[],7,2083,5155
-1,24,0,40,0,[],-1,2083,5156
17,33,26,53,2,[],17,2083,5157
15,37,25,50,2,[],15,2083,5158
-1,19,0,27,0,[],-1,2083,5159
29,41,1,72,1,[],29,2084,5160
1,31,26,55,1,[],1,2084,5161
13,34,13,61,1,[],13,2084,5162
20,29,12,53,2,[],24,2084,5163
11,27,25,57,1,[],11,2084,5164
10,26,18,53,2,[],10,2084,5165
8,37,12,61,1,[],8,2084,5166
22,42,2,70,1,['B'],22,2084,5167
24,42,4,69,1,['B'],24,2084,5168
17,24,28,50,2,[],17,2084,5169
28,31,21,58,1,[],28,2084,5170
20,31,15,62,1,[],20,2084,5171
19,34,23,59,1,[],19,2084,5172
16,29,29,55,1,[],16,2084,5173
7,26,22,58,1,[],7,2084,5174
3,22,27,50,2,[],3,2084,5175
21,27,8,54,2,[],21,2084,5176
18,29,5,54,2,[],18,2084,5177
-1,20,0,45,0,[],-1,2084,5178
17,26,28,56,1,[],17,2084,5179
4,26,9,54,2,[],4,2084,5180
26,27,7,54,2,[],26,2084,5181
16,21,29,50,2,[],16,2084,5182
27,27,16,53,2,[],27,2084,5183
5,25,6,55,2,[],5,2084,5184
3,27,27,56,1,[],3,2084,5185
24,26,3,55,2,[],24,2084,5186
0,25,19,52,2,[],0,2084,5187
8,28,15,53,2,[],8,2084,5188
18,34,7,64,1,[],18,2084,5189
10,36,18,60,1,[],10,2084,5190
14,37,16,60,1,[],14,2084,5191
12,34,17,60,1,[],12,2084,5192
22,27,2,55,2,[],22,2084,5193
15,27,24,50,2,[],15,2084,5194
28,33,21,51,2,[],28,2084,5195
6,30,11,56,2,[],6,2084,5196
23,33,10,55,2,[],23,2084,5197
1,31,26,51,2,[],1,2084,5198
5,46,6,65,1,['B'],5,2084,5199
-1,30,0,50,0,[],-1,2084,5200
-1,21,0,43,0,[],-1,2084,5201
15,36,24,59,1,[],15,2084,5202
14,32,13,55,2,[],14,2084,5203
11,28,25,52,2,[],11,2084,5204
25,33,4,57,2,[],25,2084,5205
7,30,22,52,2,[],7,2084,5206
6,42,9,64,1,[],6,2084,5207
-1,26,0,44,0,[],-1,2084,5208
26,50,3,70,1,['B'],26,2084,5209
25,47,5,66,1,[],25,2084,5210
-1,27,0,46,0,[],-1,2084,5211
12,32,14,55,2,['A'],12,2084,5212
-1,29,0,49,0,[],-1,2084,5213
21,48,8,65,1,[],21,2084,5214
-1,30,0,49,0,[],-1,2084,5215
13,39,17,54,2,[],13,2084,5216
0,45,19,62,1,[],0,2084,5217
2,46,20,60,1,[],2,2084,5218
-1,33,0,51,0,[],-1,2084,5219
4,49,11,61,1,[],4,2084,5220
29,38,1,57,2,[],29,2084,5221
-1,33,0,49,0,[],-1,2084,5222
9,43,30,54,1,[],9,2084,5223
23,50,10,63,1,['3'],23,2084,5224
27,51,14,60,1,[],27,2084,5225
-1,35,0,48,0,[],-1,2084,5226
9,33,30,50,2,[],9,2084,5227
19,36,23,55,2,[],19,2084,5228
2,40,20,53,2,[],2,2084,5229
29,51,2,71,1,['B'],29,2085,5230
26,42,7,68,1,[],26,2085,5231
24,46,4,69,1,[],24,2085,5232
12,31,10,53,2,[],12,2085,5233
29,28,9,55,2,[],29,2085,5234
26,30,6,55,2,[],26,2085,5235
13,32,13,62,1,[],13,2085,5236
5,26,8,55,2,[],5,2085,5237
10,31,25,58,1,[],10,2085,5238
-1,23,0,42,0,[],-1,2085,5239
25,25,19,52,2,[],25,2085,5240
5,40,8,64,1,[],5,2085,5241
8,33,20,61,1,[],8,2085,5242
8,22,21,51,2,[],8,2085,5243
6,27,12,54,2,[],6,2085,5244
15,19,29,45,2,[],15,2085,5245
17,29,29,57,1,[],17,2085,5246
0,36,12,62,1,[],0,2085,5247
1,24,25,51,2,[],1,2085,5248
22,31,2,56,2,[],22,2085,5249
2,25,22,50,2,[],2,2085,5250
2,29,23,59,1,[],2,2085,5251
20,23,15,54,2,[],20,2085,5252
16,32,28,57,1,[],16,2085,5253
9,32,27,58,1,[],9,2085,5254
28,41,1,71,1,['B'],28,2085,5255
18,32,5,55,2,[],18,2085,5256
14,25,7,56,2,[],14,2085,5257
-1,20,0,45,0,[],-1,2085,5258
28,29,4,56,2,[],28,2085,5259
19,42,3,70,1,"['B', 'Ps']",19,2085,5260
23,25,11,55,2,[],23,2085,5261
6,30,15,62,1,[],6,2085,5262
25,32,18,61,1,[],25,2085,5263
0,27,13,54,2,[],0,2085,5264
10,28,24,50,2,[],10,2085,5265
4,42,19,60,1,[],4,2085,5266
